Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Adjunto,Campo personalizado (Issue color),Campo personalizado (Metas),Campo personalizado (Rank),Sprint,Campo personalizado (Start date),Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerability),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
Diseñar el endpoint API GET /events [4h],TIC-170,12460,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ANGHELO ANIBAL PECHO ULLOA,712020:2383b5b8-5a36-4419-8a61-107afe09f846,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,13/mar/26 5:50 PM,13/mar/26 6:13 PM,,,,0,,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,,,,,,,,,,,,0|i006yn:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:50 PM,12050,TIC-12,"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés."
[Frontend] Eliminar el permiso de acceso guardado y redirigir al inicio de sesión cuando el usuario salga. [3 hrs.],TIC-169,12458,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:30 PM,13/mar/26 6:15 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006yf:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:30 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[Base de datos] Garantizar que el tipo de usuario esté siempre disponible cuando el sistema lo necesite consultar. [3 hrs.],TIC-168,12456,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:30 PM,13/mar/26 6:15 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006y7:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:30 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[UI] Asegurarse de que las opciones correctas aparezcan de inmediato al abrir el panel principal. [3 hrs.],TIC-167,12454,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:30 PM,13/mar/26 6:15 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006xz:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:30 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[Frontend] Redirigir a la pantalla de inicio de sesión si el usuario no tiene permiso de acceso activo. [3 hrs.],TIC-166,12452,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:24 PM,13/mar/26 6:15 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006xr:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:24 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[Frontend] Programar que las opciones del panel cambien automáticamente según el tipo de usuario. [3 hrs.],TIC-165,12450,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:24 PM,15/mar/26 6:28 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006xj:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:24 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
"[UI] Mostrar al Promotor su panel con opciones para crear, gestionar eventos y ver sus ventas. [3 hrs.]",TIC-164,12448,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:24 PM,13/mar/26 6:15 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006xb:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:24 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[UI] Ocultar el botón de crear evento cuando el usuario sea de tipo Comprador. [3 hrs.],TIC-163,12446,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:24 PM,13/mar/26 6:15 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006x3:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:24 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[UI] Mostrar al Comprador solo las opciones de ver eventos y comprar entradas. [3 hrs.],TIC-162,12444,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:23 PM,15/mar/26 6:28 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006wv:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:23 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[Frontend] Leer el tipo de usuario recibido para decidir qué opciones mostrar en el panel. [3 hrs.],TIC-161,12442,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:23 PM,15/mar/26 6:27 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006wn:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:23 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[Frontend] Pedir la información del usuario al sistema cuando se abra el panel principal. [3 hrs.],TIC-160,12440,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:23 PM,13/mar/26 6:15 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006wf:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:23 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[Backend] Asegurarse de que solo los usuarios que hayan iniciado sesión puedan consultar su perfil. [3 hrs.],TIC-159,12438,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:23 PM,13/mar/26 6:14 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006w7:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:23 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[Backend] Crear el servicio que devuelve el correo y tipo de usuario de quien está conectado. [3 hrs.],TIC-158,12436,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:23 PM,13/mar/26 6:14 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006vz:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:23 PM,12041,TIC-3,"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias."
[UI] Mostrar un mensaje de error visible si el correo o la contraseña ingresados son incorrectos.,TIC-157,12434,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:04 PM,13/mar/26 5:04 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006vr:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:04 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[Frontend] Llevar al usuario automáticamente a su panel principal después de iniciar sesión con éxito. [3 hrs.],TIC-156,12432,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:04 PM,13/mar/26 6:13 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006vj:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:04 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[Frontend] Guardar el permiso de acceso recibido para que el usuario no tenga que volver a iniciar sesión. [3 hrs.],TIC-155,12430,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:04 PM,13/mar/26 6:13 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006vb:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:04 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[Frontend] Enviar el correo y contraseña al sistema cuando el usuario presione el botón de ingresar. [3 hrs.],TIC-154,12428,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:04 PM,13/mar/26 6:13 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006v3:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:04 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[UI] Hacer que los caracteres de la contraseña se oculten mientras el usuario los escribe. [3 hrs.],TIC-153,12426,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:04 PM,13/mar/26 6:13 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006uv:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:04 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[UI] Diseñar el formulario de ingreso con los campos de correo y contraseña de forma clara y ordenada. [3 hrs.],TIC-152,12424,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:04 PM,13/mar/26 6:13 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006un:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:04 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[Frontend] Crear la pantalla de inicio de sesión donde el usuario ingresará su correo y contraseña. [3 hrs.],TIC-151,12422,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:04 PM,13/mar/26 6:13 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006uf:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:04 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[Base de datos] Asegurarse de que las contraseñas guardadas nunca sean legibles por nadie directamente. [3 hrs.],TIC-150,12420,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ANGHELO ANIBAL PECHO ULLOA,712020:2383b5b8-5a36-4419-8a61-107afe09f846,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:03 PM,15/mar/26 6:23 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006u7:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:03 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[Backend] Responder con un mensaje de error si el correo o la contraseña no coinciden. [3 hrs.],TIC-149,12418,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ANGHELO ANIBAL PECHO ULLOA,712020:2383b5b8-5a36-4419-8a61-107afe09f846,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:01 PM,13/mar/26 6:13 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006tz:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:01 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[Backend] Generar un permiso de acceso temporal con el tipo de usuario si los datos son correctos. [3 hrs.],TIC-148,12416,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:01 PM,13/mar/26 6:13 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006tr:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:01 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[Backend] Comparar los datos ingresados con los guardados para confirmar que el usuario existe. [3 hrs.],TIC-147,12414,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:00 PM,13/mar/26 6:13 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006tj:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:01 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[Backend] Crear el servicio que recibe el correo y contraseña del usuario para verificar su identidad. 4 hrs.] ,TIC-146,12412,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 5:00 PM,13/mar/26 6:13 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006tb:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 5:00 PM,12040,TIC-2,"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura."
[Frontend] Mostrar un aviso claro si el correo ya fue usado anteriormente por alguien más. [1 hrs.],TIC-145,12410,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 4:50 PM,15/mar/26 6:19 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006sf:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 4:50 PM,12039,TIC-1,"Como usuario nuevo, quiero registrarme eligiendo entre Comprador o Promotor, para acceder a las funciones específicas de mi perfil."
[Frontend] Mostrar un mensaje de bienvenida o confirmación cuando el registro termine bien. [1.5 hrs.],TIC-144,12408,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 4:50 PM,15/mar/26 6:18 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006s7:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 4:50 PM,12039,TIC-1,"Como usuario nuevo, quiero registrarme eligiendo entre Comprador o Promotor, para acceder a las funciones específicas de mi perfil."
[Frontend] Enviar los datos completados al sistema cuando el usuario presione el botón de registrarse. [2 hrs.],TIC-143,12406,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 4:50 PM,13/mar/26 6:05 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006rz:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 4:50 PM,12039,TIC-1,"Como usuario nuevo, quiero registrarme eligiendo entre Comprador o Promotor, para acceder a las funciones específicas de mi perfil."
"[Frontend] Agregar una lista desplegable con las opciones ""Comprador"" y ""Promotor"" para que el usuario elija. [2 hrs.]",TIC-142,12404,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 4:48 PM,13/mar/26 6:05 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006rr:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 4:48 PM,12039,TIC-1,"Como usuario nuevo, quiero registrarme eligiendo entre Comprador o Promotor, para acceder a las funciones específicas de mi perfil."
[Frontend] Hacer que los caracteres de la contraseña aparezcan como puntos al escribir. [2 hrs.],TIC-141,12402,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,13/mar/26 4:48 PM,13/mar/26 6:05 PM,,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i006rj:,Tablero Sprint 1,,,,,,Por hacer,13/mar/26 4:48 PM,12039,TIC-1,"Como usuario nuevo, quiero registrarme eligiendo entre Comprador o Promotor, para acceder a las funciones específicas de mi perfil."
